year,mon,day,hour,TEM,PRS,RHU,PRE_1h,WIN_S_Avg_2mi,WIN_D_Avg_2mi,diffuse,direct
2026,5,22,3,20.9,1001.8,78,0,1.2,217,0,0
2026,5,22,4,20.2,1001.6,81,0,0.2,206,0,0
2026,5,22,5,19.9,1001.3,86,0,0.3,45,0.143458943,0.000541057
2026,5,22,6,18.8,1001.6,89,4.1,0.6,33,7.529486689,0.020513311
2026,5,22,7,18,1001.7,93,6.4,0.9,26,18.98961117,0.065388827
2026,5,22,8,17.1,1001.9,96,9.7,1.1,24,96.43524179,1.165758213
2026,5,22,9,17.1,1001.7,95,1.1,1,31,119.0390573,1.386942677
2026,5,22,10,17.1,1001.5,94,2.1,1,33,179.9397193,2.72328066
2026,5,22,11,17.1,1001.5,95,3.3,1.2,28,221.8903574,3.790642583
2026,5,22,12,17.1,1000.9,95,1.8,0.4,90,249.2408311,4.627168922
2026,5,22,13,17.1,1000.2,94,2.1,0.6,157,238.7490923,4.3139077
2026,5,22,14,17.2,999.4,94,2.2,1.5,178,270.8018769,6.709123122
2026,5,22,15,19,999.3,83,0,0.5,138,276.5740633,312.8699367
2026,5,22,16,20,999,73,0,0.7,67,228.4467962,243.4152038
2026,5,22,17,21.3,998.5,63,0,1.3,47,189.6241986,113.1338014
2026,5,22,18,19.9,999.1,72,0,0.7,51,115.97556,28.15443997
2026,5,22,19,18.8,999.3,78,0,0.1,180,21.45925668,0.518743317
2026,5,22,20,17.3,999.5,87,0,0.8,220,0,0
2026,5,22,21,17.2,1000,85,0,0.7,187,0,0
2026,5,22,22,18.1,1000.3,80,0,0.7,168,0,0
2026,5,22,23,18.5,1000.8,79,0,1,144,0,0
2026,5,23,0,18.5,1000.4,79,0,0.7,180,0,0
2026,5,23,1,18.2,1000.3,80,0,0.7,215,0,0
2026,5,23,2,18.2,1000.3,81,0,1.1,238,0,0
2026,5,23,3,17.1,1000.5,85,0,0.6,258,0,0
2026,5,23,4,16.7,1000.6,90,0,0.1,304,0,0
2026,5,23,5,15.7,1000.6,92,0,0.1,45,0.122785728,0.000214272
2026,5,23,6,16.9,1000.9,88,0,0.2,108,8.419586632,0.025413368
2026,5,23,7,18.8,1001.1,82,0,0.4,127,165.1879208,24.58607919
2026,5,23,8,19.7,1001.5,79,0,0.7,136,247.2107742,108.2632258
2026,5,23,9,21.1,1001.3,74,0,1.1,167,311.1844096,158.5375904
2026,5,23,10,21.7,1001.3,68,0,2,183,317.0987312,313.9872688
2026,5,23,11,22.9,1001.1,65,0,2.4,188,328.6611877,386.5928123
2026,5,23,12,23.7,1001.1,64,0,2.5,191,424.7064254,162.8615746
2026,5,23,13,24.3,1001,63,0,2.7,194,302.7495502,462.2724498
2026,5,23,14,24.8,1000.6,63,0,2.8,192,253.6665354,488.6184646
2026,5,23,15,25.2,1000.5,63,0,2.6,203,242.6295245,386.1724755
2026,5,23,16,25.6,1000.3,63,0,2.5,212,270.1840271,134.0909729
2026,5,23,17,25.7,1000.2,63,0,1.9,234,200.8024715,66.60452853
2026,5,23,18,25.3,1000.2,66,0,1.6,232,91.23987433,3.491125675
2026,5,23,19,24.8,1000.5,67,0,1.3,228,22.93350128,0.607498718
2026,5,23,20,24,1000.9,72,0,1,224,0,0
2026,5,23,21,23.3,1001.3,75,0,0.6,232,0,0
2026,5,23,22,22.6,1001.7,81,0,0.1,246,0,0
2026,5,23,23,22.4,1002.1,86,0,0.1,45,0,0
2026,5,24,0,22,1002.1,88,0,0.1,34,0,0
2026,5,24,1,21.5,1002.3,89,0,0.1,30,0,0
2026,5,24,2,21,1002.3,92,0,0,0,0,0
2026,5,24,3,21,1002.4,92,0,0.1,33,0,0
2026,5,24,4,21,1002.5,90,0,0.2,51,0,0
2026,5,24,5,21,1002.5,89,0,0.3,45,0.209565357,0.000434643
2026,5,24,6,21.2,1003.5,89,0,0.2,143,8.229947422,0.024052579
2026,5,24,7,21.6,1004.1,86,0,0.6,173,60.48586914,0.668130862
2026,5,24,8,22.2,1004.3,85,0,0.8,179,131.9797187,2.193281331
2026,5,24,9,22.9,1004.1,81,0,0.8,194,203.0742376,4.09276245
2026,5,24,10,23.8,1003.7,77,0,0.9,211,302.1654924,13.33650763
2026,5,24,11,24.4,1003.8,76,0,1,224,397.7414425,57.70955746
2026,5,24,12,26.4,1003.2,70,0,1.3,213,428.1881992,119.9768008
2026,5,24,13,27.8,1002.7,61,0,2.2,203,412.449291,189.022709
2026,5,24,14,29,1002.4,56,0,2.3,202,345.5807631,291.6392369
2026,5,24,15,28.8,1001.8,52,0,2.5,203,304.2203768,252.2016232
2026,5,24,16,28.7,1001.4,51,0,3,206,278.354011,93.545989
2026,5,24,17,28.4,1001.5,48,0,3.4,201,198.6334011,36.91659888
2026,5,24,18,27.7,1001.2,52,0,2.5,203,87.20693125,2.671068749
2026,5,24,19,26.3,1001.7,62,0,2.2,200,14.05045905,0.185540954
2026,5,24,20,25.6,1001.9,66,0,1.1,210,0,0
2026,5,24,21,25.4,1002.1,62,0,1.1,200,0,0
2026,5,24,22,25.1,1002.2,55,0,1.6,182,0,0
2026,5,24,23,25.2,1002.4,55,0,1.8,173,0,0
2026,5,25,0,24.2,1002.4,64,0,0.8,164,0,0
2026,5,25,1,23.4,1002.4,67,0,0.3,80,0,0
2026,5,25,2,22.6,1001.9,74,0,0.6,31,0,0
2026,5,25,3,22,1002.1,75,0,0.6,41,0,0
2026,5,25,4,21.8,1002.2,80,0,0.5,50,0,0
2026,5,25,5,21.5,1002.3,83,0,0.4,59,0.207669467,0.000330533
2026,5,25,6,21.3,1002.7,82,0,0.5,50,7.715055157,0.020944843
2026,5,25,7,21.5,1003,82,0,0.8,43,46.9066698,0.3983302
2026,5,25,8,21.7,1003.6,82,0,0.9,37,96.75320677,1.165793233
2026,5,25,9,21.7,1003.6,85,0.2,0.9,44,139.1376893,1.894310677
2026,5,25,10,21.6,1003.8,87,0.3,0.8,48,174.92455,2.563450012
2026,5,25,11,21.5,1003.8,89,0.5,0.7,61,293.8609873,7.905012731
2026,5,25,12,21.6,1003.6,88,0.1,0.7,89,287.6424219,6.587578097
2026,5,25,13,21.7,1003.2,85,0.1,0.5,105,320.5479041,11.10909586
2026,5,25,14,22,1003,85,0.1,0.7,150,271.2141546,6.680845368
2026,5,25,15,21.6,1003,86,0.3,0.4,130,170.8434213,2.683578733
2026,5,25,16,20.9,1003.1,88,0.3,0.2,93,116.9106633,1.540336715
2026,5,25,17,20.2,1003.2,89,0.3,0.1,45,143.4682005,3.802799542
2026,5,25,18,19.8,1003.5,87,0,0.2,96,35.76644652,0.335553483
2026,5,25,19,19.5,1003.8,83,0,0.7,152,13.12458333,0.156416666
2026,5,25,20,19.3,1004.4,82,0,0.8,151,0,0
2026,5,25,21,18.6,1004.7,86,0,0.7,152,0,0
2026,5,25,22,18.4,1004.9,90,0,0.1,134,0,0
2026,5,25,23,17.6,1005,93,0,0,0,0,0
2026,5,26,0,17.4,1004.9,93,0,0,134,0,0
2026,5,26,1,16.8,1004.8,94,0,0,147,0,0
2026,5,26,2,16.5,1004.5,95,0,0,0,0,0
2026,5,26,3,16.5,1004.4,94,0,0.2,19,0,0
2026,5,26,4,16.5,1004.1,95,0,0.3,15,0,0
2026,5,26,5,16.5,1003.8,97,0,0.6,15,0.757355302,0.003644698
2026,5,26,6,17.8,1004,93,0,0.7,29,68.87446029,2.651539714
2026,5,26,7,19,1004.3,90,0,0.8,45,133.2655179,4.879482061
2026,5,26,8,20.2,1004.6,83,0,0.9,56,220.4931714,15.3468286
2026,5,26,9,21.3,1004.5,76,0,0.7,85,310.276234,44.47876601
2026,5,26,10,22.2,1004.5,69,0,0.6,126,364.6227148,54.62928518
2026,5,26,11,23.7,1004.3,62,0,0.9,162,277.728761,6.362239003
2026,5,26,12,24,1003.8,61,0,0.8,181,427.4666991,102.3383009
2026,5,26,13,24.3,1003.3,61,0,0.9,209,398.6528303,48.77116974
2026,5,26,14,24.4,1003.1,62,0,0.7,246,383.4445895,183.5484105
2026,5,26,15,24.6,1002.8,59,0,0.9,241,343.0852522,77.64374778
2026,5,26,16,24.7,1002.6,57,0,1.7,241,252.7353202,21.82267983
2026,5,26,17,24.7,1002.4,56,0,1.8,246,161.3146069,6.724393112
2026,5,26,18,24.1,1002.4,59,0,2.1,230,108.729941,9.607059035
2026,5,26,19,23.2,1002.5,61,0,2.1,226,25.46808256,0.694917437
2026,5,26,20,22.5,1002.7,65,0,2.1,224,0,0
2026,5,26,21,21.3,1002.8,72,0,1.5,207,0,0
2026,5,26,22,19.8,1002.9,77,0,1,207,0,0
2026,5,26,23,19.1,1002.9,82,0,0,0,0,0
2026,5,27,0,18.4,1002.8,85,0,0,171,0,0
2026,5,27,1,18,1002.7,90,0,0,256,0,0
2026,5,27,2,17.5,1002.5,92,0,0,0,0,0
2026,5,27,3,17,1002.4,93,0,0.1,68,0,0
2026,5,27,4,16.5,1002.3,93,0,0.1,63,0,0
2026,5,27,5,16.6,1002.3,95,0,0.3,45,0.401128678,0.000871322
2026,5,27,6,18.1,1002.3,91,0,0.5,43,59.0412021,1.313797897
2026,5,27,7,19.5,1002.3,84,0,0.9,52,172.3026439,37.37035614
2026,5,27,8,21,1002.3,79,0,1.1,54,241.4493746,138.1486254
2026,5,27,9,22.7,1002,67,0,0.7,85,316.7339126,143.2960874
2026,5,27,10,25.2,1001.6,63,0,0.8,166,329.94236,287.68464
2026,5,27,11,26.9,1001.1,56,0,1.1,185,396.9510781,217.8849219
2026,5,27,12,27.6,999.9,52,0,1.8,209,342.0424178,401.2415822
2026,5,27,13,27.7,999.4,49,0,2.7,226,370.7911495,316.4998505
2026,5,27,14,28,998.6,47,0,3.5,233,364.6808524,38.08914765
2026,5,27,15,27.7,998.6,47,0,3.1,227,270.3857978,10.63720223
2026,5,27,16,27.5,998.3,51,0,2.7,224,279.2562011,62.5077989
2026,5,27,17,27,998.2,53,0,1.9,203,172.2370277,9.855972277
2026,5,27,18,26.3,998.4,59,0,1.5,207,69.81945355,1.281546449
2026,5,27,19,25.2,998.6,68,0,0.8,212,9.799390998,0.081609002
2026,5,27,20,23.6,999.4,75,0,0.3,286,0,0
2026,5,27,21,22.5,1000.4,78,0,0.3,200,0,0
2026,5,27,22,20.8,1001.1,82,0,0.6,181,0,0
2026,5,27,23,20.1,1001.4,88,0,0.8,172,0,0
2026,5,28,0,20.3,1001.7,75,0,0.4,136,0,0
2026,5,28,1,20,1002.1,66,0,0.5,87,0,0
2026,5,28,2,19.7,1002.2,52,0,0.6,64,0,0
2026,5,28,3,19.7,1002.6,49,0,0.6,55,0,0
2026,5,28,4,19.9,1003,45,0,0.5,2,0,0
2026,5,28,5,20.9,1003.3,45,0,0.7,338,0.531651181,0.001348819
2026,5,28,6,21.7,1004.1,44,0,1.1,357,42.47240521,0.63559479
2026,5,28,7,22.5,1004.7,39,0,1.4,359,120.5382392,200.9967608
2026,5,28,8,24,1005.1,39,0,1.9,359,173.0908166,298.3531834
2026,5,28,9,24.8,1005.4,33,0,2,22,246.0209571,327.3300429
2026,5,28,10,26.7,1005.6,30,0,2.2,28,143.7392496,726.5687504
2026,5,28,11,27.4,1005.8,29,0,2.7,37,162.40752,821.88048
2026,5,28,12,28,1005.3,28,0,2.4,33,166.4852028,840.8837972
2026,5,28,13,28.6,1005.1,28,0,2.4,31,163.687095,828.355905
2026,5,28,14,29.4,1004.9,28,0,2.5,26,227.0394552,548.7665448
2026,5,28,15,29.3,1004.9,27,0,2.2,33,181.9725048,518.1264952
2026,5,28,16,29.6,1004.9,25,0,1.9,41,182.7630817,349.9569183
2026,5,28,17,29.7,1004.8,26,0,1.6,68,130.921078,259.552922
2026,5,28,18,27.4,1005.5,33,0,1,65,116.2833359,66.39266414
2026,5,28,19,25.2,1006,42,0,0.5,81,23.71220932,0.475790683
2026,5,28,20,22.1,1006.5,51,0,0.4,252,0,0
2026,5,28,21,20.7,1006.7,58,0,0.5,216,0,0
2026,5,28,22,19.4,1007.3,67,0,0.7,201,0,0
2026,5,28,23,18.5,1007.5,71,0,0.9,186,0,0
2026,5,29,0,18,1007.5,75,0,0.5,168,0,0
2026,5,29,1,16.5,1007.7,76,0,0.4,77,0,0
2026,5,29,2,16.5,1007.6,77,0,0.6,63,0,0
2026,5,29,3,16,1007.8,78,0,0.6,59,0,0
2026,5,29,4,15.6,1008,80,0,0.7,43,0,0
2026,5,29,5,15.1,1008.1,82,0,0.6,29,1.414359298,0.008640702
2026,5,29,6,16.7,1008.2,75,0,0.6,52,89.56923961,18.97476039
2026,5,29,7,18.7,1008.3,67,0,0.6,80,147.4965394,144.5484606
2026,5,29,8,21.2,1008.7,58,0,0.8,96,160.02108,325.99592
2026,5,29,9,24.1,1007.8,47,0,0.6,115,123.1766615,624.0823385
2026,5,29,10,27.2,1007.6,38,0,0.4,174,150.371595,760.971405
2026,5,29,11,30.9,1007.5,30,0,0.7,214,167.46411,847.46989
2026,5,29,12,32.2,1006.5,24,0,0.3,266,169.672305,858.644695
2026,5,29,13,33.1,1005.8,21,0,0.6,354,161.2225352,817.9534648
2026,5,29,14,33.6,1005.2,18,0,1.1,4,150.041487,759.374513
2026,5,29,15,33.2,1004.4,20,0,1.1,289,160.3822578,567.3357422
2026,5,29,16,33.1,1003.6,22,0,1.9,249,139.0296417,442.8823583
2026,5,29,17,33,1003,23,0,3.4,243,135.1060986,252.9609014
2026,5,29,18,31.4,1002.9,25,0,2.9,233,105.2224771,98.46652286
2026,5,29,19,30.1,1002.8,28,0,2.9,229,27.28156148,0.712438517
2026,5,29,20,29,1002.9,31,0,2.6,219,0,0
2026,5,29,21,27.6,1002.7,37,0,2.4,218,0,0
2026,5,29,22,25.6,1002.6,41,0,2.3,214,0,0
2026,5,29,23,25,1002.6,48,0,1.8,204,0,0
2026,5,30,0,21.6,1002.4,57,0,1,204,0,0
2026,5,30,1,19.6,1002,69,0,0.3,185,0,0
2026,5,30,2,18.2,1001.8,78,0,0.5,49,0,0
2026,5,30,3,17.1,1001.7,79,0,0.4,52,0,0
2026,5,30,4,16.5,1001.7,82,0,0.1,38,0,0
2026,5,30,5,15.8,1001.6,87,0,0,0,0.543842702,0.001157298
2026,5,30,6,17.3,1001.6,78,0,0.1,245,86.93567043,11.83832957
2026,5,30,7,19.4,1001.7,68,0,0.3,249,145.4142633,150.4977367
2026,5,30,8,22.9,1002,60,0,0.5,230,154.514464,338.126536
2026,5,30,9,26,1001.5,51,0,0.9,212,143.2643384,546.3946616
2026,5,30,10,29.1,1001.1,36,0,1.2,211,145.7664582,706.4665418
2026,5,30,11,32.6,1000.4,30,0,1.6,212,164.490315,832.420685
2026,5,30,12,33.6,999.6,29,0,2,217,170.562645,863.150355
2026,5,30,13,34.3,998.8,29,0,2.6,216,162.1744445,823.0205555
2026,5,30,14,34.9,998.3,29,0,3.1,213,152.6778571,733.6121429
2026,5,30,15,34.8,997.6,28,0,3.4,222,168.6711935,549.7368065
2026,5,30,16,35,997.1,28,0,3.4,230,181.8533915,355.0016085
2026,5,30,17,35.4,996.1,28,0,3.8,241,140.5808008,243.6811992
2026,5,30,18,33.7,996.2,29,0,3.5,234,118.6219538,65.12704615
2026,5,30,19,32.1,996.3,31,0,3.4,227,28.09758393,0.744416068
2026,5,30,20,31.4,996.3,33,0,3.3,224,0,0
2026,5,30,21,28.8,996.5,38,0,2.5,228,0,0
2026,5,30,22,27.5,996.7,39,0,1.3,246,0,0
2026,5,30,23,25.3,996.9,47,0,0.6,332,0,0
2026,5,31,0,23.4,996.8,49,0,0.5,342,0,0
2026,5,31,1,21.4,996.9,55,0,0.2,337,0,0
2026,5,31,2,20.5,996.9,59,0,0,0,0,0
2026,5,31,3,20,997,68,0,0.2,42,0,0
2026,5,31,4,19.8,997.2,69,0,0.4,46,0,0
2026,5,31,5,20.2,997.3,75,0,0.5,46,0.594720135,0.001279865
2026,5,31,6,21.5,997.6,74,0,0.3,4,9.466715659,0.030284341
2026,5,31,7,22.9,998,67,0,0.3,295,83.63583421,1.261165786
2026,5,31,8,23.5,998.2,67,0,0.6,279,229.7531138,19.82088615
2026,5,31,9,25,998.1,59,0,0.9,242,319.3269509,60.70404905
2026,5,31,10,26.4,997.9,53,0,1.6,233,376.4433986,141.0386014
2026,5,31,11,28.5,997.7,44,0,1.9,232,404.03451,195.91449
2026,5,31,12,30.8,997.2,38,0,1.7,224,356.0619459,373.0550541
2026,5,31,13,31.8,996.8,37,0,1.4,218,165.6685649,778.1134351
2026,5,31,14,32.4,996.6,36,0,0.9,201,208.6544258,590.2525742
2026,5,31,15,32.7,996.3,35,0,1.7,208,319.3425241,224.1284759
2026,5,31,16,32.6,996,37,0,2.2,214,246.2483223,218.7366777
2026,5,31,17,32.1,996,39,0,3,214,195.2460843,120.4209157
2026,5,31,18,30.5,997,46,0,2.2,216,99.65446284,4.348537163
2026,5,31,19,29.3,997.6,57,0,1.1,211,35.04214089,2.273859111
2026,5,31,20,26.2,998.3,65,0,0.3,45,0,0
2026,5,31,21,26.1,999.3,60,0,0.5,40,0,0
2026,5,31,22,26,999.9,57,0,0.6,42,0,0
2026,5,31,23,26.1,1001.4,54,0,0.6,37,0,0
